bill/BillInvoiceId,lineItem/UsageAccountId,lineItem/Region,lineItem/LineItemType,lineItem/UsageStartDate,lineItem/UsageEndDate,lineItem/ProductCode,lineItem/UsageType,lineItem/Operation,lineItem/UsageAmount,lineItem/UsageUnit,lineItem/UnblendedCost,resourceId,tags/Product,tags/Environment
2025-10-AWS-0001,444455556666,us-west-2,Usage,2025-10-04T18:00:00,2025-10-04T19:00:00,AmazonEC2,BoxUsage:t3.medium,StopInstances,401.3,Hrs,16.7551,i-00000120,Search,dev
2025-10-AWS-0001,111122223333,us-east-1,Usage,2025-10-28T00:00:00,2025-10-28T01:00:00,AmazonRDS,RDS:StorageUsage,ModifyDBInstance,324.85,Hrs,58.0775,db-00000121,Checkout,staging
2025-10-AWS-0001,111122223333,eu-west-1,Usage,2025-10-10T08:00:00,2025-10-10T09:00:00,AmazonVPC,NatGateway-Hours,CreateNatGateway,141.23,Hrs,7.1541,nat-00000122,MarketingSite,prod
2025-10-AWS-0001,111122223333,us-west-2,Usage,2025-10-14T21:00:00,2025-10-14T22:00:00,ElasticLoadBalancing,LCUs,LoadBalancing,486.69,LCU-Hrs,4.5907,alb-00000123,Search,dev
2025-10-AWS-0001,111122223333,eu-west-1,Usage,2025-10-19T01:00:00,2025-10-19T02:00:00,AmazonEBS,EBS:VolumeUsage.io2,CreateVolume,1265.58,GB-Mo,149.9663,vol-00000124,DataPlatform,prod
2025-10-AWS-0001,444455556666,us-east-1,Usage,2025-10-17T16:00:00,2025-10-17T17:00:00,AmazonRDS,RDS:Multi-AZUsage,ModifyDBInstance,155.57,Hrs,26.7817,db-00000125,MarketingSite,dev
2025-10-AWS-0001,111122223333,us-east-1,Usage,2025-10-08T13:00:00,2025-10-08T14:00:00,AmazonEBS,EBS:VolumeUsage.io2,CreateVolume,2203.21,GB-Mo,201.1504,vol-00000126,InternalTools,staging
2025-10-AWS-0001,111122223333,us-east-1,Usage,2025-10-03T09:00:00,2025-10-03T10:00:00,ElasticLoadBalancing,LoadBalancerUsage,LoadBalancing,557.01,Hrs,14.3762,alb-00000127,InternalTools,staging
2025-10-AWS-0001,777788889999,us-east-1,Usage,2025-10-27T11:00:00,2025-10-27T12:00:00,AmazonEBS,EBS:VolumeUsage.gp3,AttachVolume,4547.51,GB-Mo,494.4415,vol-00000128,DataPlatform,prod
2025-10-AWS-0001,444455556666,us-west-2,Usage,2025-10-22T13:00:00,2025-10-22T14:00:00,ElasticLoadBalancing,LCUs,LoadBalancing,156.54,LCU-Hrs,1.4225,alb-00000129,Search,staging
2025-10-AWS-0001,777788889999,eu-west-1,Usage,2025-10-03T02:00:00,2025-10-03T03:00:00,AmazonRDS,RDS:Multi-AZUsage,ModifyDBInstance,610.79,Hrs,124.8032,db-0000012a,InternalTools,dev
2025-10-AWS-0001,777788889999,us-west-2,Usage,2025-10-16T20:00:00,2025-10-16T21:00:00,AmazonVPC,NatGateway-Hours,DataTransfer,354.81,Hrs,17.8788,nat-0000012b,InternalTools,staging
2025-10-AWS-0001,444455556666,eu-west-1,Usage,2025-10-08T11:00:00,2025-10-08T12:00:00,AmazonVPC,NatGateway-Hours,CreateNatGateway,598.65,Hrs,24.6208,nat-0000012c,InternalTools,prod
2025-10-AWS-0001,444455556666,us-east-1,Usage,2025-10-12T12:00:00,2025-10-12T13:00:00,AmazonEBS,EBS:VolumeUsage.gp3,CreateVolume,4276.59,GB-Mo,490.3408,vol-0000012d,MarketingSite,staging
2025-10-AWS-0001,444455556666,us-east-1,Usage,2025-10-22T13:00:00,2025-10-22T14:00:00,AmazonEC2,BoxUsage:m5.large,RunInstances,122.04,Hrs,4.8636,i-0000012e,DataPlatform,staging
2025-10-AWS-0001,444455556666,eu-west-1,Usage,2025-10-18T02:00:00,2025-10-18T03:00:00,AmazonVPC,NatGateway-Hours,CreateNatGateway,37.98,Hrs,1.9929,nat-0000012f,MarketingSite,dev
2025-10-AWS-0001,777788889999,eu-west-1,Usage,2025-10-08T17:00:00,2025-10-08T18:00:00,AmazonEBS,EBS:VolumeUsage.gp3,AttachVolume,603.93,GB-Mo,63.6205,vol-00000130,InternalTools,staging
2025-10-AWS-0001,111122223333,us-east-1,Usage,2025-10-02T19:00:00,2025-10-02T20:00:00,AmazonEC2,BoxUsage:c5.xlarge,RunInstances,624.32,Hrs,25.3588,i-00000131,DataPlatform,prod
2025-10-AWS-0001,777788889999,eu-west-1,Usage,2025-10-15T23:00:00,2025-10-16T00:00:00,AmazonEBS,EBS:VolumeUsage.gp3,AttachVolume,1309.94,GB-Mo,145.2976,vol-00000132,Search,dev
2025-10-AWS-0001,444455556666,us-west-2,Usage,2025-10-01T06:00:00,2025-10-01T07:00:00,ElasticLoadBalancing,LoadBalancerUsage,LoadBalancing,626.78,Hrs,13.0932,alb-00000133,InternalTools,staging
2025-10-AWS-0001,777788889999,eu-west-1,Usage,2025-10-20T02:00:00,2025-10-20T03:00:00,AmazonVPC,AWS-DataTransfer-Internet-Out-Bytes,CreateNatGateway,1919.24,GB,187.1709,nat-00000134,Search,prod
2025-10-AWS-0001,777788889999,us-west-2,Usage,2025-10-18T19:00:00,2025-10-18T20:00:00,AmazonS3,TimedStorage-ByteHrs,PutObject,4323.13,GB-Mo,71.7229,bucket-00000135,Checkout,prod
2025-10-AWS-0001,111122223333,us-west-2,Usage,2025-10-21T14:00:00,2025-10-21T15:00:00,AmazonEC2,BoxUsage:c5.xlarge,RunInstances,572.14,Hrs,19.9434,i-00000136,Search,prod
2025-10-AWS-0001,444455556666,us-east-1,Usage,2025-10-16T03:00:00,2025-10-16T04:00:00,AmazonEBS,EBS:VolumeUsage.gp3,AttachVolume,1142.35,GB-Mo,102.3306,vol-00000137,MarketingSite,prod
2025-10-AWS-0001,111122223333,eu-west-1,Usage,2025-10-20T08:00:00,2025-10-20T09:00:00,AmazonEBS,EBS:VolumeUsage.gp3,AttachVolume,4967.13,GB-Mo,585.2891,vol-00000138,MarketingSite,staging
2025-10-AWS-0001,111122223333,eu-west-1,Usage,2025-10-09T20:00:00,2025-10-09T21:00:00,AmazonRDS,RDS:Multi-AZUsage,CreateDBInstance,113.63,Hrs,20.3176,db-00000139,DataPlatform,staging
2025-10-AWS-0001,111122223333,us-east-1,Usage,2025-10-16T12:00:00,2025-10-16T13:00:00,ElasticLoadBalancing,LCUs,LoadBalancing,17.87,LCU-Hrs,0.1242,alb-0000013a,MarketingSite,staging
2025-10-AWS-0001,444455556666,eu-west-1,Usage,2025-10-25T17:00:00,2025-10-25T18:00:00,AmazonEBS,EBS:VolumeUsage.gp3,AttachVolume,3847.3,GB-Mo,339.4947,vol-0000013b,MarketingSite,dev
2025-10-AWS-0001,777788889999,us-east-1,Usage,2025-10-30T23:00:00,2025-10-31T00:00:00,ElasticLoadBalancing,LoadBalancerUsage,HealthCheck,326.27,Hrs,8.6756,alb-0000013c,DataPlatform,staging
2025-10-AWS-0001,111122223333,eu-west-1,Usage,2025-10-03T05:00:00,2025-10-03T06:00:00,AmazonEC2,BoxUsage:t3.medium,StopInstances,408.64,Hrs,14.2763,i-0000013d,Checkout,staging
2025-10-AWS-0001,444455556666,us-west-2,Usage,2025-10-13T16:00:00,2025-10-13T17:00:00,AmazonRDS,RDS:StorageUsage,ModifyDBInstance,470.66,Hrs,105.3989,db-0000013e,MarketingSite,prod
2025-10-AWS-0001,444455556666,eu-west-1,Usage,2025-10-19T12:00:00,2025-10-19T13:00:00,AmazonRDS,RDS:Multi-AZUsage,ModifyDBInstance,478.37,Hrs,81.5744,db-0000013f,MarketingSite,staging
2025-10-AWS-0001,444455556666,eu-west-1,Usage,2025-10-16T17:00:00,2025-10-16T18:00:00,AmazonS3,TimedStorage-ByteHrs,PutObject,3697.84,GB-Mo,63.2557,bucket-00000140,Checkout,staging
2025-10-AWS-0001,444455556666,eu-west-1,Usage,2025-10-12T17:00:00,2025-10-12T18:00:00,AmazonEC2,BoxUsage:m5.large,StopInstances,489.37,Hrs,15.7828,i-00000141,DataPlatform,staging
2025-10-AWS-0001,111122223333,us-west-2,Usage,2025-10-14T20:00:00,2025-10-14T21:00:00,ElasticLoadBalancing,LCUs,LoadBalancing,69.42,LCU-Hrs,0.6307,alb-00000142,Checkout,dev
2025-10-AWS-0001,777788889999,eu-west-1,Usage,2025-10-21T18:00:00,2025-10-21T19:00:00,AmazonS3,Requests-Tier1,GetObject,137529.0,Requests,60.7334,bucket-00000143,Checkout,dev
2025-10-AWS-0001,444455556666,us-west-2,Usage,2025-10-29T09:00:00,2025-10-29T10:00:00,AmazonEC2,BoxUsage:t3.medium,StopInstances,708.95,Hrs,26.3956,i-00000144,MarketingSite,dev
2025-10-AWS-0001,777788889999,us-west-2,Usage,2025-10-21T01:00:00,2025-10-21T02:00:00,AmazonEBS,EBS:VolumeUsage.gp3,CreateVolume,4834.35,GB-Mo,479.5188,vol-00000145,Search,staging
2025-10-AWS-0001,111122223333,us-east-1,Usage,2025-10-20T09:00:00,2025-10-20T10:00:00,AmazonEC2,BoxUsage:c5.xlarge,StopInstances,709.25,Hrs,30.0738,i-00000146,Checkout,staging
2025-10-AWS-0001,777788889999,us-west-2,Usage,2025-10-12T04:00:00,2025-10-12T05:00:00,AmazonVPC,AWS-DataTransfer-Internet-Out-Bytes,CreateNatGateway,1547.28,GB,131.3679,nat-00000147,Search,staging
2025-10-AWS-0001,111122223333,eu-west-1,Usage,2025-10-09T00:00:00,2025-10-09T01:00:00,AmazonS3,TimedStorage-ByteHrs,PutObject,2978.42,GB-Mo,60.9483,bucket-00000148,DataPlatform,dev
2025-10-AWS-0001,111122223333,eu-west-1,Usage,2025-10-11T15:00:00,2025-10-11T16:00:00,ElasticLoadBalancing,LoadBalancerUsage,LoadBalancing,168.4,Hrs,5.0416,alb-00000149,MarketingSite,prod
2025-10-AWS-0001,777788889999,us-east-1,Usage,2025-10-26T08:00:00,2025-10-26T09:00:00,AmazonVPC,AWS-DataTransfer-Internet-Out-Bytes,DataTransfer,693.34,GB,62.2361,nat-0000014a,Search,dev
2025-10-AWS-0001,444455556666,us-east-1,Usage,2025-10-19T18:00:00,2025-10-19T19:00:00,AmazonRDS,RDS:StorageUsage,ModifyDBInstance,59.71,Hrs,12.7838,db-0000014b,MarketingSite,dev
2025-10-AWS-0001,777788889999,us-east-1,Usage,2025-10-22T23:00:00,2025-10-23T00:00:00,AmazonRDS,RDS:StorageUsage,CreateDBInstance,435.92,Hrs,73.6281,db-0000014c,Search,prod
2025-10-AWS-0001,777788889999,us-east-1,Usage,2025-10-21T05:00:00,2025-10-21T06:00:00,AmazonVPC,NatGateway-Hours,DataTransfer,692.08,Hrs,33.137,nat-0000014d,Checkout,prod
2025-10-AWS-0001,111122223333,us-west-2,Usage,2025-10-04T23:00:00,2025-10-05T00:00:00,AmazonRDS,RDS:StorageUsage,CreateDBInstance,573.78,Hrs,122.8819,db-0000014e,Checkout,dev
2025-10-AWS-0001,777788889999,us-west-2,Usage,2025-10-29T06:00:00,2025-10-29T07:00:00,AmazonRDS,RDS:StorageUsage,ModifyDBInstance,508.68,Hrs,105.2613,db-0000014f,MarketingSite,staging
2025-10-AWS-0001,111122223333,eu-west-1,Usage,2025-10-26T21:00:00,2025-10-26T22:00:00,AmazonEBS,EBS:VolumeUsage.io2,AttachVolume,4304.87,GB-Mo,431.0807,vol-00000150,MarketingSite,staging
2025-10-AWS-0001,444455556666,us-east-1,Usage,2025-10-05T01:00:00,2025-10-05T02:00:00,AmazonVPC,AWS-DataTransfer-Internet-Out-Bytes,DataTransfer,551.27,GB,49.7809,nat-00000151,DataPlatform,dev
2025-10-AWS-0001,777788889999,eu-west-1,Usage,2025-10-27T09:00:00,2025-10-27T10:00:00,ElasticLoadBalancing,LoadBalancerUsage,HealthCheck,355.22,Hrs,9.9994,alb-00000152,InternalTools,dev
2025-10-AWS-0001,777788889999,eu-west-1,Usage,2025-10-30T00:00:00,2025-10-30T01:00:00,AmazonRDS,RDS:StorageUsage,CreateDBInstance,539.4,Hrs,109.2453,db-00000153,InternalTools,staging
2025-10-AWS-0001,444455556666,us-west-2,Usage,2025-10-28T12:00:00,2025-10-28T13:00:00,AmazonEBS,EBS:VolumeUsage.io2,CreateVolume,702.08,GB-Mo,67.6377,vol-00000154,InternalTools,staging
2025-10-AWS-0001,111122223333,eu-west-1,Usage,2025-10-03T15:00:00,2025-10-03T16:00:00,ElasticLoadBalancing,LoadBalancerUsage,LoadBalancing,689.3,Hrs,15.8891,alb-00000155,DataPlatform,staging
2025-10-AWS-0001,777788889999,us-east-1,Usage,2025-10-01T21:00:00,2025-10-01T22:00:00,ElasticLoadBalancing,LCUs,LoadBalancing,408.52,LCU-Hrs,2.964,alb-00000156,InternalTools,staging
2025-10-AWS-0001,444455556666,us-east-1,Usage,2025-10-18T09:00:00,2025-10-18T10:00:00,AmazonS3,TimedStorage-ByteHrs,PutObject,4210.38,GB-Mo,93.3932,bucket-00000157,Search,prod
2025-10-AWS-0001,444455556666,eu-west-1,Usage,2025-10-16T22:00:00,2025-10-16T23:00:00,AmazonVPC,NatGateway-Hours,DataTransfer,123.82,Hrs,4.6518,nat-00000158,MarketingSite,prod
2025-10-AWS-0001,111122223333,us-west-2,Usage,2025-10-04T08:00:00,2025-10-04T09:00:00,ElasticLoadBalancing,LoadBalancerUsage,LoadBalancing,625.78,Hrs,14.5059,alb-00000159,MarketingSite,prod
2025-10-AWS-0001,444455556666,eu-west-1,Usage,2025-10-12T19:00:00,2025-10-12T20:00:00,AmazonVPC,AWS-DataTransfer-Internet-Out-Bytes,CreateNatGateway,869.85,GB,84.2786,nat-0000015a,MarketingSite,prod
2025-10-AWS-0001,444455556666,eu-west-1,Usage,2025-10-01T21:00:00,2025-10-01T22:00:00,AmazonEBS,EBS:VolumeUsage.io2,CreateVolume,2960.65,GB-Mo,331.0658,vol-0000015b,InternalTools,prod
2025-10-AWS-0001,777788889999,eu-west-1,Usage,2025-10-03T12:00:00,2025-10-03T13:00:00,AmazonVPC,NatGateway-Hours,CreateNatGateway,251.52,Hrs,11.1858,nat-0000015c,MarketingSite,dev
2025-10-AWS-0001,444455556666,us-east-1,Usage,2025-10-23T01:00:00,2025-10-23T02:00:00,ElasticLoadBalancing,LCUs,LoadBalancing,571.87,LCU-Hrs,4.3154,alb-0000015d,DataPlatform,staging
2025-10-AWS-0001,444455556666,us-east-1,Usage,2025-10-02T07:00:00,2025-10-02T08:00:00,AmazonVPC,AWS-DataTransfer-Internet-Out-Bytes,DataTransfer,2098.4,GB,182.0982,nat-0000015e,DataPlatform,prod
2025-10-AWS-0001,111122223333,us-east-1,Usage,2025-10-27T12:00:00,2025-10-27T13:00:00,ElasticLoadBalancing,LoadBalancerUsage,HealthCheck,102.78,Hrs,2.1518,alb-0000015f,Search,dev
2025-10-AWS-0001,444455556666,eu-west-1,Usage,2025-10-15T10:00:00,2025-10-15T11:00:00,AmazonS3,Requests-Tier1,GetObject,1173699.0,Requests,407.2471,bucket-00000160,InternalTools,prod
2025-10-AWS-0001,444455556666,eu-west-1,Usage,2025-10-15T03:00:00,2025-10-15T04:00:00,AmazonEBS,EBS:VolumeUsage.gp3,AttachVolume,3481.98,GB-Mo,376.92,vol-00000161,InternalTools,prod
2025-10-AWS-0001,777788889999,eu-west-1,Usage,2025-10-26T06:00:00,2025-10-26T07:00:00,AmazonEC2,BoxUsage:c5.xlarge,RunInstances,734.64,Hrs,23.6451,i-00000162,MarketingSite,prod
2025-10-AWS-0001,777788889999,eu-west-1,Usage,2025-10-25T23:00:00,2025-10-26T00:00:00,AmazonEBS,EBS:VolumeUsage.gp3,CreateVolume,1445.37,GB-Mo,125.912,vol-00000163,Checkout,staging
2025-10-AWS-0001,111122223333,us-east-1,Usage,2025-10-17T00:00:00,2025-10-17T01:00:00,AmazonEBS,EBS:VolumeUsage.gp3,CreateVolume,2759.79,GB-Mo,325.0295,vol-00000164,Search,prod
2025-10-AWS-0001,444455556666,eu-west-1,Usage,2025-10-24T08:00:00,2025-10-24T09:00:00,AmazonVPC,NatGateway-Hours,DataTransfer,386.61,Hrs,20.5398,nat-00000165,DataPlatform,dev
2025-10-AWS-0001,111122223333,us-east-1,Usage,2025-10-10T10:00:00,2025-10-10T11:00:00,AmazonVPC,AWS-DataTransfer-Internet-Out-Bytes,DataTransfer,331.75,GB,31.6953,nat-00000166,Search,dev
2025-10-AWS-0001,777788889999,us-east-1,Usage,2025-10-30T08:00:00,2025-10-30T09:00:00,AmazonRDS,RDS:Multi-AZUsage,ModifyDBInstance,389.79,Hrs,74.488,db-00000167,Checkout,staging
2025-10-AWS-0001,111122223333,eu-west-1,Usage,2025-10-28T14:00:00,2025-10-28T15:00:00,AmazonVPC,NatGateway-Hours,DataTransfer,575.43,Hrs,27.8199,nat-00000168,DataPlatform,staging
2025-10-AWS-0001,777788889999,us-west-2,Usage,2025-10-22T01:00:00,2025-10-22T02:00:00,AmazonEBS,EBS:VolumeUsage.io2,CreateVolume,4436.1,GB-Mo,435.1523,vol-00000169,Search,dev
2025-10-AWS-0001,444455556666,us-west-2,Usage,2025-10-03T06:00:00,2025-10-03T07:00:00,AmazonEC2,BoxUsage:c5.xlarge,StopInstances,670.61,Hrs,26.7016,i-0000016a,DataPlatform,prod
2025-10-AWS-0001,777788889999,eu-west-1,Usage,2025-10-23T19:00:00,2025-10-23T20:00:00,AmazonRDS,RDS:StorageUsage,CreateDBInstance,155.47,Hrs,28.4463,db-0000016b,InternalTools,dev
2025-10-AWS-0001,111122223333,us-west-2,Usage,2025-10-10T13:00:00,2025-10-10T14:00:00,AmazonEBS,EBS:VolumeUsage.io2,CreateVolume,746.11,GB-Mo,82.1365,vol-0000016c,InternalTools,staging
2025-10-AWS-0001,111122223333,eu-west-1,Usage,2025-10-03T07:00:00,2025-10-03T08:00:00,AmazonEBS,EBS:VolumeUsage.io2,AttachVolume,1936.07,GB-Mo,225.0866,vol-0000016d,InternalTools,staging
2025-10-AWS-0001,444455556666,us-east-1,Usage,2025-10-26T23:00:00,2025-10-27T00:00:00,AmazonEC2,BoxUsage:m5.large,StopInstances,233.02,Hrs,9.763,i-0000016e,Search,dev
2025-10-AWS-0001,111122223333,us-east-1,Usage,2025-10-25T22:00:00,2025-10-25T23:00:00,AmazonEBS,EBS:VolumeUsage.gp3,AttachVolume,2248.97,GB-Mo,264.8603,vol-0000016f,Search,staging
2025-10-AWS-0001,777788889999,us-west-2,Usage,2025-10-09T12:00:00,2025-10-09T13:00:00,AmazonEBS,EBS:VolumeUsage.gp3,AttachVolume,3359.17,GB-Mo,337.5646,vol-00000170,Checkout,dev
2025-10-AWS-0001,111122223333,us-east-1,Usage,2025-10-15T20:00:00,2025-10-15T21:00:00,AmazonEC2,BoxUsage:m5.large,StopInstances,545.71,Hrs,18.658,i-00000171,Checkout,prod
2025-10-AWS-0001,777788889999,us-east-1,Usage,2025-10-23T04:00:00,2025-10-23T05:00:00,AmazonS3,TimedStorage-ByteHrs,GetObject,848.66,GB-Mo,20.2922,bucket-00000172,InternalTools,prod
2025-10-AWS-0001,777788889999,eu-west-1,Usage,2025-10-22T05:00:00,2025-10-22T06:00:00,AmazonVPC,AWS-DataTransfer-Internet-Out-Bytes,CreateNatGateway,1049.86,GB,89.687,nat-00000173,DataPlatform,dev
2025-10-AWS-0001,444455556666,us-west-2,Usage,2025-10-28T12:00:00,2025-10-28T13:00:00,AmazonRDS,RDS:Multi-AZUsage,ModifyDBInstance,341.15,Hrs,55.2631,db-00000174,Search,prod
2025-10-AWS-0001,444455556666,eu-west-1,Usage,2025-10-22T13:00:00,2025-10-22T14:00:00,AmazonVPC,AWS-DataTransfer-Internet-Out-Bytes,DataTransfer,2463.02,GB,190.6067,nat-00000175,DataPlatform,dev
2025-10-AWS-0001,777788889999,eu-west-1,Usage,2025-10-15T19:00:00,2025-10-15T20:00:00,AmazonVPC,AWS-DataTransfer-Internet-Out-Bytes,DataTransfer,4284.62,GB,319.7835,nat-00000176,MarketingSite,staging
2025-10-AWS-0001,444455556666,us-east-1,Usage,2025-10-07T09:00:00,2025-10-07T10:00:00,AmazonEBS,EBS:VolumeUsage.gp3,CreateVolume,3171.83,GB-Mo,374.1692,vol-00000177,Search,prod
2025-10-AWS-0001,444455556666,us-west-2,Usage,2025-10-19T16:00:00,2025-10-19T17:00:00,AmazonEC2,BoxUsage:c5.xlarge,RunInstances,729.89,Hrs,29.3907,i-00000178,MarketingSite,prod
2025-10-AWS-0001,777788889999,us-east-1,Usage,2025-10-07T02:00:00,2025-10-07T03:00:00,AmazonVPC,NatGateway-Hours,CreateNatGateway,200.62,Hrs,9.2177,nat-00000179,Checkout,prod
2025-10-AWS-0001,777788889999,us-west-2,Usage,2025-10-04T23:00:00,2025-10-05T00:00:00,AmazonEBS,EBS:VolumeUsage.gp3,AttachVolume,4834.25,GB-Mo,414.0408,vol-0000017a,Search,prod
2025-10-AWS-0001,777788889999,us-west-2,Usage,2025-10-22T14:00:00,2025-10-22T15:00:00,AmazonVPC,AWS-DataTransfer-Internet-Out-Bytes,CreateNatGateway,4109.02,GB,315.4219,nat-0000017b,InternalTools,staging
2025-10-AWS-0001,444455556666,us-east-1,Usage,2025-10-20T01:00:00,2025-10-20T02:00:00,AmazonEC2,BoxUsage:t3.medium,StopInstances,155.05,Hrs,6.8712,i-0000017c,DataPlatform,staging
2025-10-AWS-0001,444455556666,us-west-2,Usage,2025-10-03T19:00:00,2025-10-03T20:00:00,AmazonRDS,RDS:StorageUsage,CreateDBInstance,428.28,Hrs,81.2903,db-0000017d,Search,staging
2025-10-AWS-0001,444455556666,eu-west-1,Usage,2025-10-03T06:00:00,2025-10-03T07:00:00,AmazonRDS,RDS:Multi-AZUsage,ModifyDBInstance,193.05,Hrs,36.2906,db-0000017e,InternalTools,prod
2025-10-AWS-0001,444455556666,us-west-2,Usage,2025-10-18T16:00:00,2025-10-18T17:00:00,AmazonEC2,BoxUsage:m5.large,RunInstances,622.29,Hrs,23.7762,i-0000017f,DataPlatform,dev
2025-10-AWS-0001,444455556666,eu-west-1,Usage,2025-10-12T16:00:00,2025-10-12T17:00:00,AmazonRDS,RDS:StorageUsage,CreateDBInstance,320.27,Hrs,52.4462,db-00000180,MarketingSite,prod
2025-10-AWS-0001,777788889999,us-west-2,Usage,2025-10-08T13:00:00,2025-10-08T14:00:00,ElasticLoadBalancing,LoadBalancerUsage,LoadBalancing,563.42,Hrs,14.4304,alb-00000181,MarketingSite,staging
2025-10-AWS-0001,111122223333,eu-west-1,Usage,2025-10-17T16:00:00,2025-10-17T17:00:00,AmazonVPC,AWS-DataTransfer-Internet-Out-Bytes,DataTransfer,1789.19,GB,178.9827,nat-00000182,Search,prod
2025-10-AWS-0001,111122223333,us-west-2,Usage,2025-10-03T02:00:00,2025-10-03T03:00:00,AmazonRDS,RDS:Multi-AZUsage,CreateDBInstance,144.97,Hrs,29.5402,db-00000183,DataPlatform,dev
2025-10-AWS-0001,777788889999,us-west-2,Usage,2025-10-03T11:00:00,2025-10-03T12:00:00,ElasticLoadBalancing,LoadBalancerUsage,LoadBalancing,70.83,Hrs,2.088,alb-00000184,MarketingSite,dev
2025-10-AWS-0001,777788889999,us-east-1,Usage,2025-10-09T12:00:00,2025-10-09T13:00:00,AmazonVPC,NatGateway-Hours,DataTransfer,77.94,Hrs,3.1844,nat-00000185,DataPlatform,prod
2025-10-AWS-0001,444455556666,us-east-1,Usage,2025-10-03T22:00:00,2025-10-03T23:00:00,AmazonRDS,RDS:Multi-AZUsage,ModifyDBInstance,656.23,Hrs,117.4007,db-00000186,MarketingSite,dev
2025-10-AWS-0001,111122223333,us-west-2,Usage,2025-10-15T22:00:00,2025-10-15T23:00:00,AmazonVPC,NatGateway-Hours,CreateNatGateway,458.94,Hrs,17.5875,nat-00000187,DataPlatform,dev
2025-10-AWS-0001,444455556666,us-east-1,Usage,2025-10-05T18:00:00,2025-10-05T19:00:00,AmazonRDS,RDS:Multi-AZUsage,CreateDBInstance,162.34,Hrs,35.2927,db-00000188,InternalTools,prod
2025-10-AWS-0001,111122223333,eu-west-1,Usage,2025-10-23T17:00:00,2025-10-23T18:00:00,AmazonRDS,RDS:Multi-AZUsage,ModifyDBInstance,557.58,Hrs,129.4794,db-00000189,InternalTools,dev
2025-10-AWS-0001,111122223333,us-east-1,Usage,2025-10-29T15:00:00,2025-10-29T16:00:00,AmazonEBS,EBS:VolumeUsage.io2,AttachVolume,1868.13,GB-Mo,191.2901,vol-0000018a,Checkout,dev
2025-10-AWS-0001,444455556666,us-east-1,Usage,2025-10-15T13:00:00,2025-10-15T14:00:00,AmazonVPC,NatGateway-Hours,DataTransfer,728.06,Hrs,36.1937,nat-0000018b,Search,dev
2025-10-AWS-0001,111122223333,eu-west-1,Usage,2025-10-19T21:00:00,2025-10-19T22:00:00,AmazonS3,TimedStorage-ByteHrs,GetObject,936.96,GB-Mo,19.876,bucket-0000018c,Search,staging
2025-10-AWS-0001,111122223333,us-east-1,Usage,2025-10-28T08:00:00,2025-10-28T09:00:00,AmazonEBS,EBS:VolumeUsage.io2,CreateVolume,3560.36,GB-Mo,392.1379,vol-0000018d,MarketingSite,dev
2025-10-AWS-0001,444455556666,eu-west-1,Usage,2025-10-23T15:00:00,2025-10-23T16:00:00,AmazonS3,TimedStorage-ByteHrs,GetObject,3506.08,GB-Mo,71.5296,bucket-0000018e,MarketingSite,dev
2025-10-AWS-0001,111122223333,us-east-1,Usage,2025-10-24T13:00:00,2025-10-24T14:00:00,AmazonEBS,EBS:VolumeUsage.gp3,AttachVolume,3456.77,GB-Mo,369.3012,vol-0000018f,Search,dev
2025-10-AWS-0001,777788889999,us-east-1,Usage,2025-10-08T22:00:00,2025-10-08T23:00:00,ElasticLoadBalancing,LCUs,LoadBalancing,193.24,LCU-Hrs,1.6357,alb-00000190,Search,staging
2025-10-AWS-0001,111122223333,eu-west-1,Usage,2025-10-24T19:00:00,2025-10-24T20:00:00,AmazonVPC,AWS-DataTransfer-Internet-Out-Bytes,DataTransfer,2392.87,GB,193.0209,nat-00000191,Search,staging
2025-10-AWS-0001,444455556666,eu-west-1,Usage,2025-10-19T00:00:00,2025-10-19T01:00:00,ElasticLoadBalancing,LoadBalancerUsage,HealthCheck,496.8,Hrs,10.7633,alb-00000192,Search,dev
2025-10-AWS-0001,777788889999,eu-west-1,Usage,2025-10-20T00:00:00,2025-10-20T01:00:00,AmazonEBS,EBS:VolumeUsage.gp3,AttachVolume,3247.54,GB-Mo,274.0994,vol-00000193,Search,staging
2025-10-AWS-0001,777788889999,us-west-2,Usage,2025-10-08T11:00:00,2025-10-08T12:00:00,AmazonEC2,BoxUsage:t3.medium,RunInstances,372.17,Hrs,14.1473,i-00000194,DataPlatform,dev
2025-10-AWS-0001,777788889999,us-west-2,Usage,2025-10-04T00:00:00,2025-10-04T01:00:00,ElasticLoadBalancing,LCUs,LoadBalancing,552.14,LCU-Hrs,4.8238,alb-00000195,MarketingSite,staging
2025-10-AWS-0001,111122223333,us-east-1,Usage,2025-10-04T05:00:00,2025-10-04T06:00:00,AmazonEC2,BoxUsage:m5.large,RunInstances,214.64,Hrs,8.138,i-00000196,MarketingSite,dev
2025-10-AWS-0001,777788889999,eu-west-1,Usage,2025-10-22T04:00:00,2025-10-22T05:00:00,AmazonRDS,RDS:StorageUsage,ModifyDBInstance,713.42,Hrs,123.2844,db-00000197,InternalTools,staging
2025-10-AWS-0001,111122223333,us-west-2,Usage,2025-10-27T19:00:00,2025-10-27T20:00:00,ElasticLoadBalancing,LCUs,LoadBalancing,433.39,LCU-Hrs,3.6329,alb-00000198,DataPlatform,prod
